gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,93.32,763.17,Yes
Male,0,No,No,49,Yes,No phone service,No,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.61,1025.84,No
Female,0,No,Yes,38,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),78.3,3124.3,No
Male,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,33.7,1962.29,No
Female,0,No,No,28,No,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,72.43,1988.03,No
Female,0,Yes,No,29,Yes,No,DSL,Yes,No,No,No,No,No internet service,One year,No,Credit card (automatic),44.65,1204.69,No
Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,58.07,4226.29,No
Female,0,No,No,11,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),99.22,1057.84,No
Female,1,Yes,No,47,Yes,No,DSL,No internet service,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),25.86,1287.05,Yes
Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,73.74,3341.09,Yes
Female,1,Yes,No,18,Yes,No,Fiber optic,Yes,No,No,No,No internet service,Yes,One year,Yes,Mailed check,34.49,671.5,No
Male,0,No,Yes,50,Yes,No,DSL,No internet service,No,No,No,No internet service,Yes,One year,Yes,Mailed check,77.32,4127.47,No
Male,0,No,No,49,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),83.36,4422.94,No
Female,1,Yes,Yes,22,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),38.21,806.84,Yes
Male,0,No,No,45,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No internet service,One year,No,Credit card (automatic),20.6,1001.67,No
Female,0,No,No,61,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,28.55,1869.18,Yes
Female,1,No,No,21,Yes,No,DSL,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,88.96,1915.61,No
Female,0,No,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,58.01,4456.81,No
Female,0,Yes,Yes,61,Yes,No,No,No internet service,Yes,No,No,No internet service,No,Month-to-month,No,Mailed check,57.29,3183.13,No
Female,0,Yes,Yes,36,Yes,No,DSL,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),89.19,3394.26,No
Male,0,No,No,24,No,No,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),69.71,1554.43,Yes
Female,0,No,Yes,32,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),83.71,2593.49,No
Male,0,No,No,59,Yes,No,Fiber optic,No internet service,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),111.93,6907.1,No
Male,0,No,Yes,5,No,Yes,DSL,No,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,70.69,332.93,No
Female,0,No,No,16,No,No,Fiber optic,No,No internet service,Yes,No,No,Yes,One year,No,Electronic check,83.8,1268.72,No
Female,0,No,Yes,11,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,One year,Yes,Bank transfer (automatic),83.97,870.48,No
Female,0,No,No,35,Yes,Yes,DSL,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,73.47,2548.94,No
Female,0,No,No,42,Yes,Yes,DSL,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),86.44,3326.23,No
Female,0,No,No,10,No,No phone service,No,No internet service,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,103.43,1114.26,No
Male,0,Yes,Yes,8,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),100.78,843.28,No
Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),25.73,670.79,Yes
Female,0,No,Yes,3,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),115.18,316.81,No
Male,0,No,No,59,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.72,5714.26,No
Male,1,No,No,3,No,No phone service,DSL,No internet service,No,Yes,No,No,Yes,One year,Yes,Electronic check,117.06,322.98,No
Female,0,No,No,38,Yes,No,No,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),39.41,1352.24,No
Male,0,Yes,No,2,No,No,DSL,No,No internet service,No internet service,No,Yes,No,Two year,Yes,Credit card (automatic),73.64,152.2,No
Female,0,Yes,No,17,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,No,Two year,Yes,Credit card (automatic),63.99,1090.04,No
Male,0,No,No,36,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),57.7,2028.2,Yes
Male,1,Yes,No,2,Yes,Yes,No,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),60.65,117.6,No
Female,1,Yes,No,34,Yes,No,DSL,Yes,No internet service,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),110.36,3723.26,No
Male,0,Yes,No,27,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.84,2413.53,Yes
Male,0,Yes,No,37,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No,Two year,No,Electronic check,52.47,1801.25,No
Male,1,No,Yes,71,Yes,No,DSL,No,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),57.89,4136.11,Yes
Male,1,Yes,No,22,Yes,No phone service,No,No internet service,No,No internet service,No,No internet service,No,One year,No,Mailed check,66.85,1337.76,No
Male,0,No,No,68,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,56.69,4193.11,No
Male,0,Yes,Yes,14,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),41.01,598.74,Yes
Female,0,No,Yes,23,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),63.53,1317.84,No
Female,1,Yes,No,44,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,27.95,1177.86,No
Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No,One year,Yes,Electronic check,105.44,7515.28,No
Female,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),102.49,5687.29,No
Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,Two year,Yes,Mailed check,109.19,5581.14,No
Female,0,No,No,71,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),64.59,4564.9,No
Male,0,No,No,50,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.12,4131.26,Yes
Female,1,Yes,No,12,No,No,No,No internet service,No,No,No,Yes,Yes,One year,Yes,Electronic check,101.0,1329.62,No
Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,One year,Yes,Mailed check,51.49,778.47,No
Female,0,No,Yes,17,Yes,Yes,DSL,No,No,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),83.34,1541.8,Yes
Male,0,No,No,34,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,63.82,2116.42,No
Male,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,57.37,1916.42,No
Female,0,Yes,No,39,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),105.95,3957.2,Yes
Female,0,No,No,55,Yes,No,DSL,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),82.41,4656.38,No
Male,0,No,Yes,59,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,82.34,4959.12,No
Female,0,No,No,5,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,35.69,180.36,Yes
Female,0,Yes,No,30,Yes,No,DSL,No,No,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),54.69,1538.67,No
Female,0,No,No,4,Yes,Yes,DSL,No,No internet service,No,No,Yes,No,Two year,No,Electronic check,104.13,396.81,No
Male,1,Yes,No,15,No,No,DSL,No,No,No internet service,Yes,Yes,Yes,One year,Yes,Credit card (automatic),41.35,594.09,No
Male,1,Yes,No,35,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),117.05,4396.82,No
Female,0,No,No,55,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,Yes,Two year,Yes,Mailed check,103.19,6035.65,No
Female,0,No,No,66,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),46.76,2904.09,No
Female,1,Yes,No,60,Yes,No,DSL,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,30.82,1718.43,Yes
Male,0,No,No,24,Yes,Yes,No,No internet service,No,No,Yes,No internet service,No internet service,One year,No,Credit card (automatic),36.96,816.46,No
Male,1,No,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),44.22,888.72,No
Female,1,No,Yes,44,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),43.77,2112.54,No
Female,0,No,No,32,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,No internet service,No,One year,Yes,Electronic check,21.63,735.25,No
Female,0,No,No,51,Yes,Yes,DSL,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Electronic check,91.53,4217.03,Yes
Female,1,Yes,No,3,Yes,No,DSL,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,117.71,318.28,Yes
Female,0,No,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No internet service,One year,Yes,Mailed check,48.64,3534.13,No
Female,0,No,No,32,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),21.63,666.03,Yes
Male,0,No,Yes,2,Yes,Yes,No,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),111.83,205.72,Yes
Female,0,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),40.62,2379.33,No
Male,0,No,No,14,No,No,No,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),20.72,262.16,No
Female,0,Yes,No,51,Yes,No,No,Yes,Yes,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),42.41,2130.41,No
Female,1,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,30.4,316.85,Yes
Male,0,No,No,10,Yes,No,No,No internet service,Yes,Yes,No internet service,No,No,Two year,No,Electronic check,92.6,882.46,No
Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,No,Month-to-month,No,Credit card (automatic),20.16,1119.29,Yes
Male,0,Yes,Yes,34,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,64.14,2096.89,No
Male,0,No,No,53,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,69.2,3315.54,No
Female,0,No,Yes,28,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),98.42,2794.45,No
Male,1,Yes,No,18,Yes,Yes,No,Yes,No,No internet service,No,No internet service,No,One year,No,Credit card (automatic),72.24,1312.77,No
Female,1,No,No,26,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,32.47,869.68,No
Male,0,No,Yes,7,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),62.65,408.72,No
Female,0,No,Yes,45,Yes,No phone service,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,113.46,5610.98,No
Female,0,No,No,45,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),43.68,1822.44,No
Female,0,Yes,No,71,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,49.95,3767.43,No
Female,0,Yes,No,35,Yes,No,No,No,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,107.33,3546.45,Yes
Female,0,Yes,No,52,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),98.6,5064.69,Yes
Female,1,No,No,21,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,No,One year,No,Mailed check,49.55,1003.96,No
Male,0,No,Yes,28,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),90.84,2445.7,No
Female,0,No,No,44,No,No,DSL,No,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),28.51,1251.06,No
Male,0,No,No,56,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),74.3,3944.13,No
Male,0,No,No,10,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,107.1,1081.04,Yes
Female,0,No,No,23,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No,One year,No,Mailed check,104.25,2278.19,Yes
Male,0,Yes,Yes,48,Yes,Yes,DSL,No,No,No,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),40.28,2116.31,No
Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,73.32,3613.93,No
Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,No internet service,Two year,No,Credit card (automatic),59.85,945.26,No
Female,0,Yes,No,55,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),76.09,4159.6,Yes
Male,0,Yes,No,43,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),27.51,1073.61,No
Female,0,No,No,50,Yes,Yes,No,Yes,Yes,Yes,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),118.14,5496.7,No
Female,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,Yes,One year,Yes,Electronic check,76.35,497.36,No
Female,1,No,No,33,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),31.93,1121.19,No
Female,0,Yes,No,62,No,No,DSL,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,No,Electronic check,84.23,4850.59,No
Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,20.77,1039.78,Yes
Female,0,Yes,Yes,39,Yes,Yes,DSL,No internet service,No internet service,No,Yes,Yes,No,Two year,Yes,Electronic check,20.65,749.41,No
Male,0,No,No,12,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),37.91,462.56,Yes
Male,0,Yes,No,31,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Mailed check,47.09,1498.79,No
Male,0,No,No,53,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,46.32,2395.51,No
Female,0,No,No,34,Yes,Yes,DSL,No,Yes,No,No internet service,No,No,Month-to-month,No,Mailed check,64.32,2091.05,No
Male,0,No,No,41,Yes,No,No,No internet service,No internet service,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),71.32,2752.71,No
Male,1,Yes,Yes,10,No,No,DSL,No,No internet service,Yes,Yes,No,No internet service,One year,No,Electronic check,62.22,614.59,No
Male,0,No,No,52,No,Yes,Fiber optic,No,No,No internet service,No internet service,No,No,One year,Yes,Electronic check,57.39,2699.32,No
Female,1,No,Yes,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),87.01,4472.25,No
Female,0,No,Yes,3,No,Yes,DSL,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,44.83,142.5,No
Male,0,No,No,57,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No,Yes,One year,No,Mailed check,82.78,4747.11,No
Female,1,Yes,Yes,33,Yes,No,DSL,Yes,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,115.67,4031.79,No
Female,0,No,No,7,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No,No,One year,Yes,Credit card (automatic),67.18,433.95,No
Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),71.12,302.42,No
Male,0,Yes,Yes,39,Yes,No phone service,No,No,Yes,No,No,No,Yes,One year,No,Mailed check,92.83,3926.46,No
Female,0,Yes,No,48,No,No,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.74,3418.18,No
Male,0,No,No,16,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),34.39,506.82,Yes
Female,0,No,Yes,38,Yes,No,DSL,No,No internet service,No,No,No,No,One year,Yes,Credit card (automatic),81.07,2848.53,No
Female,1,Yes,Yes,4,Yes,No phone service,Fiber optic,No internet service,No,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),70.88,266.18,Yes
Female,0,No,No,4,Yes,Yes,DSL,No,Yes,Yes,No,No,No internet service,One year,Yes,Mailed check,115.15,431.61,No
Female,1,Yes,No,27,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,29.3,861.49,Yes
Female,1,No,No,17,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,No,One year,Yes,Bank transfer (automatic),73.65,1327.25,No
Female,0,Yes,No,70,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,81.69,5510.32,No
Male,0,Yes,Yes,54,Yes,Yes,DSL,No,No,No internet service,No,No,No,Two year,Yes,Mailed check,81.99,4707.79,No
Male,1,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,25.97,219.07,No
Female,1,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),52.78,2716.37,No
Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No,No,Yes,No,Month-to-month,No,Credit card (automatic),46.25,209.51,No
Female,0,Yes,Yes,69,Yes,No,DSL,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Mailed check,88.0,5475.42,Yes
Male,0,No,No,47,Yes,Yes,DSL,No internet service,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),93.54,4243.05,No
Female,0,Yes,Yes,40,No,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),40.93,1488.34,No
Male,0,No,Yes,7,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Mailed check,102.61,663.84,No
Female,0,No,Yes,12,No,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No internet service,Month-to-month,No,Credit card (automatic),68.5,781.63,No
Female,0,Yes,Yes,25,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,46.3,1083.19,No
Male,0,No,No,28,No,Yes,No,No,No,No,No,Yes,No,One year,No,Credit card (automatic),49.98,1300.02,No
Male,0,Yes,No,43,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),46.35,1898.24,No
Female,0,No,Yes,47,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,No,Two year,No,Mailed check,80.44,3959.8,No
Female,0,Yes,No,49,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,72.71,3523.2,Yes
Female,0,No,No,54,Yes,No,No,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,No,Mailed check,113.87,6349.68,No
Male,0,No,No,18,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.37,925.78,No
Male,0,No,No,27,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),51.92,1262.04,No
Male,0,No,Yes,72,No,Yes,Fiber optic,No internet service,No,No,Yes,No internet service,No,One year,Yes,Credit card (automatic),20.65,1620.98,No
Male,1,No,No,6,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),49.83,285.77,No
Male,0,Yes,No,69,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Credit card (automatic),45.09,2978.99,No
Male,0,No,No,71,Yes,Yes,DSL,No,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),60.2,4384.82,Yes
Female,0,No,No,22,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,69.56,1487.73,No
Female,1,Yes,No,59,Yes,No,No,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),87.03,4703.92,Yes
Male,0,No,No,47,Yes,Yes,DSL,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),39.19,1919.82,Yes
Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.64,4817.61,Yes
Female,0,No,No,32,Yes,Yes,DSL,No,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,92.86,3226.7,Yes
Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,One year,No,Electronic check,44.12,48.42,No
